,sdata,PYR,BC,OLM,loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.BC->BC_GABA.weight,config/netParams.connParams.BC->PYR_GABA.weight,config/netParams.connParams.OLM->PYR_GABA.weight,config/netParams.connParams.PYR->BC_AMPA.weight,config/netParams.connParams.PYR->OLM_AMPA.weight,config/netParams.connParams.PYR->PYR_AMPA.weight,logdir
42,"netParams.connParams.PYR->BC_AMPA.weight      0.000403
netParams.connParams.BC->BC_GABA.weight       0.003733
netParams.connParams.PYR->OLM_AMPA.weight     0.000329
netParams.connParams.BC->PYR_GABA.weight      0.001025
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.OLM->PYR_GABA.weight     0.041235
PYR                                           3.160000
BC                                           19.200000
OLM                                           2.660000
dtype: float64",3.16,19.2,2.66,0.3128333333333333,34.49759817123413,False,1,ff3c58f9,2023-07-30_23-20-09,1690773609,34.49759817123413,364708,node07,10.0.0.7,34.49759817123413,1,0.003733049493421835,0.0010246211370923723,0.041235328769872924,0.0004027847944137387,0.0003289547512016358,1.016091575743288e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_ff3c58f9_43_netParams_connParams_BC-_BC_GABA_weight=0.0037,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_23-19-35"
43,"netParams.connParams.PYR->BC_AMPA.weight      0.000539
netParams.connParams.BC->BC_GABA.weight       0.003538
netParams.connParams.PYR->OLM_AMPA.weight     0.000436
netParams.connParams.BC->PYR_GABA.weight      0.000706
netParams.connParams.PYR->PYR_AMPA.weight     0.000027
netParams.connParams.OLM->PYR_GABA.weight     0.041581
PYR                                           3.270000
BC                                           19.600000
OLM                                           2.930000
dtype: float64",3.27,19.6,2.93,0.1021666666666665,33.20661497116089,False,1,852e541a,2023-07-30_23-20-43,1690773643,33.20661497116089,364708,node07,10.0.0.7,33.20661497116089,1,0.0035382976229888044,0.0007055746751173929,0.041581226147000036,0.0005390761355745116,0.00043565748957309343,2.6701005098567192e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_852e541a_44_netParams_connParams_BC-_BC_GABA_weight=0.0035,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-30_23-20-10"
44,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.BC->BC_GABA.weight       0.006404
netParams.connParams.PYR->OLM_AMPA.weight     0.000180
netParams.connParams.BC->PYR_GABA.weight      0.000360
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.OLM->PYR_GABA.weight     0.049131
PYR                                           4.120000
BC                                           20.300000
OLM                                           3.630000
dtype: float64",4.12,20.3,3.63,0.331333333333334,32.353227615356445,False,1,92e1a805,2023-07-30_23-21-16,1690773676,32.353227615356445,364708,node07,10.0.0.7,32.353227615356445,1,0.006404286416323883,0.00036,0.049130674981123536,0.00018,0.00018,3.0000000000000004e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_92e1a805_45_netParams_connParams_BC-_BC_GABA_weight=0.0064,netParams_connParams_BC-_PYR_GABA_weight=0.0004,netParams_con_2023-07-30_23-20-43"
45,"netParams.connParams.PYR->BC_AMPA.weight      0.000204
netParams.connParams.BC->BC_GABA.weight       0.003842
netParams.connParams.PYR->OLM_AMPA.weight     0.000501
netParams.connParams.BC->PYR_GABA.weight      0.000929
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.OLM->PYR_GABA.weight     0.041600
PYR                                           3.260000
BC                                           20.000000
OLM                                           3.410000
dtype: float64",3.26,20.0,3.41,0.0333333333333334,32.47115445137024,False,1,a58c6bf9,2023-07-30_23-21-49,1690773709,32.47115445137024,364708,node07,10.0.0.7,32.47115445137024,1,0.003842052609272229,0.0009293968903460955,0.04159952943109437,0.00020426958351934185,0.000501434599067256,1.7571703954952603e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_a58c6bf9_46_netParams_connParams_BC-_BC_GABA_weight=0.0038,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_23-21-16"
46,"netParams.connParams.PYR->BC_AMPA.weight      0.000539
netParams.connParams.BC->BC_GABA.weight       0.003918
netParams.connParams.PYR->OLM_AMPA.weight     0.000436
netParams.connParams.BC->PYR_GABA.weight      0.000905
netParams.connParams.PYR->PYR_AMPA.weight     0.000017
netParams.connParams.OLM->PYR_GABA.weight     0.042065
PYR                                           3.200000
BC                                           19.800000
OLM                                           3.330000
dtype: float64",3.2,19.8,3.33,0.0164,35.025370597839355,False,1,df16c7e6,2023-07-30_23-22-24,1690773744,35.025370597839355,364708,node07,10.0.0.7,35.025370597839355,1,0.0039176575974724905,0.0009052079832853894,0.042065250691083335,0.0005390716528749602,0.0004359408278415542,1.671119966734384e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_df16c7e6_47_netParams_connParams_BC-_BC_GABA_weight=0.0039,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_23-21-49"
47,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.BC->BC_GABA.weight       0.003868
netParams.connParams.PYR->OLM_AMPA.weight     0.000180
netParams.connParams.BC->PYR_GABA.weight      0.001062
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.OLM->PYR_GABA.weight     0.041682
PYR                                           3.340000
BC                                           18.000000
OLM                                           2.330000
dtype: float64",3.34,18.0,2.33,1.3965333333333323,33.430792808532715,False,1,1ca5d7ab,2023-07-30_23-22-58,1690773778,33.430792808532715,364708,node07,10.0.0.7,33.430792808532715,1,0.00386782077874319,0.0010615933388682908,0.041682232517196785,0.00054,0.00018,3.0000000000000004e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_1ca5d7ab_48_netParams_connParams_BC-_BC_GABA_weight=0.0039,netParams_connParams_BC-_PYR_GABA_weight=0.0011,netParams_con_2023-07-30_23-22-24"
48,"netParams.connParams.PYR->BC_AMPA.weight      0.000324
netParams.connParams.BC->BC_GABA.weight       0.003820
netParams.connParams.PYR->OLM_AMPA.weight     0.000476
netParams.connParams.BC->PYR_GABA.weight      0.000513
netParams.connParams.PYR->PYR_AMPA.weight     0.000023
netParams.connParams.OLM->PYR_GABA.weight     0.041905
PYR                                           3.790000
BC                                           21.800000
OLM                                           5.000000
dtype: float64",3.79,21.8,5.0,2.3178000000000023,32.59157752990723,False,1,a932af48,2023-07-30_23-23-31,1690773811,32.59157752990723,364708,node07,10.0.0.7,32.59157752990723,1,0.0038203020275748554,0.000513355590590454,0.041904891087981046,0.0003237458463250307,0.00047612154069814807,2.3022209083188287e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_a932af48_49_netParams_connParams_BC-_BC_GABA_weight=0.0038,netParams_connParams_BC-_PYR_GABA_weight=0.0005,netParams_con_2023-07-30_23-22-58"
49,"netParams.connParams.PYR->BC_AMPA.weight      0.000429
netParams.connParams.BC->BC_GABA.weight       0.003732
netParams.connParams.PYR->OLM_AMPA.weight     0.000516
netParams.connParams.BC->PYR_GABA.weight      0.000569
netParams.connParams.PYR->PYR_AMPA.weight     0.000022
netParams.connParams.OLM->PYR_GABA.weight     0.041069
PYR                                           3.210000
BC                                           20.100000
OLM                                           3.680000
dtype: float64",3.21,20.1,3.68,0.0736666666666672,33.09635782241821,False,1,4fa8ba5e,2023-07-30_23-24-04,1690773844,33.09635782241821,364708,node07,10.0.0.7,33.09635782241821,1,0.0037322892045048317,0.0005690030059476921,0.04106886605269202,0.00042920683598668516,0.0005156628431723788,2.1708157492344442e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_4fa8ba5e_50_netParams_connParams_BC-_BC_GABA_weight=0.0037,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-30_23-23-31"
50,"netParams.connParams.PYR->BC_AMPA.weight      0.000538
netParams.connParams.BC->BC_GABA.weight       0.003287
netParams.connParams.PYR->OLM_AMPA.weight     0.000385
netParams.connParams.BC->PYR_GABA.weight      0.000929
netParams.connParams.PYR->PYR_AMPA.weight     0.000011
netParams.connParams.OLM->PYR_GABA.weight     0.041180
PYR                                           3.170000
BC                                           19.200000
OLM                                           2.520000
dtype: float64",3.17,19.2,2.52,0.3938000000000001,34.32887601852417,False,1,dd5b9339,2023-07-30_23-24-39,1690773879,34.32887601852417,364708,node07,10.0.0.7,34.32887601852417,1,0.003287462964350953,0.0009285395074015055,0.04118040398103895,0.0005382853628322956,0.00038535321801726923,1.0847122359466729e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_dd5b9339_51_netParams_connParams_BC-_BC_GABA_weight=0.0033,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_23-24-04"
51,"netParams.connParams.PYR->BC_AMPA.weight      0.000249
netParams.connParams.BC->BC_GABA.weight       0.003425
netParams.connParams.PYR->OLM_AMPA.weight     0.000364
netParams.connParams.BC->PYR_GABA.weight      0.000402
netParams.connParams.PYR->PYR_AMPA.weight     0.000017
netParams.connParams.OLM->PYR_GABA.weight     0.041300
PYR                                           3.880000
BC                                           24.200000
OLM                                           4.400000
dtype: float64",3.88,24.2,4.4,7.1355,33.07139706611633,False,1,8e5c85ce,2023-07-30_23-25-12,1690773912,33.07139706611633,364708,node07,10.0.0.7,33.07139706611633,1,0.0034254640713382023,0.0004017912120233346,0.04129970440288928,0.0002485136447774334,0.000363717843731701,1.670250971436522e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_8e5c85ce_52_netParams_connParams_BC-_BC_GABA_weight=0.0034,netParams_connParams_BC-_PYR_GABA_weight=0.0004,netParams_con_2023-07-30_23-24-39"
52,"netParams.connParams.PYR->BC_AMPA.weight      0.000261
netParams.connParams.BC->BC_GABA.weight       0.003992
netParams.connParams.PYR->OLM_AMPA.weight     0.000517
netParams.connParams.BC->PYR_GABA.weight      0.000886
netParams.connParams.PYR->PYR_AMPA.weight     0.000026
netParams.connParams.OLM->PYR_GABA.weight     0.040675
PYR                                           3.400000
BC                                           20.700000
OLM                                           4.150000
dtype: float64",3.4,20.7,4.15,0.4886666666666667,32.721705198287964,False,1,ceb16963,2023-07-30_23-25-45,1690773945,32.721705198287964,364708,node07,10.0.0.7,32.721705198287964,1,0.0039919787752055996,0.000886492238333241,0.04067493971509255,0.00026123319817960726,0.0005172764654682516,2.6328619680827793e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_ceb16963_53_netParams_connParams_BC-_BC_GABA_weight=0.0040,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_23-25-13"
53,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.BC->BC_GABA.weight       0.006146
netParams.connParams.PYR->OLM_AMPA.weight     0.000180
netParams.connParams.BC->PYR_GABA.weight      0.000477
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.OLM->PYR_GABA.weight     0.048685
PYR                                           3.980000
BC                                           17.900000
OLM                                           3.250000
dtype: float64",3.98,17.9,3.25,1.2326666666666677,33.976388692855835,False,1,0c7e8978,2023-07-30_23-26-20,1690773980,33.976388692855835,364708,node07,10.0.0.7,33.976388692855835,1,0.006146128643045255,0.0004767594092311952,0.04868517413779559,0.00018,0.00018,3.0000000000000004e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_0c7e8978_54_netParams_connParams_BC-_BC_GABA_weight=0.0061,netParams_connParams_BC-_PYR_GABA_weight=0.0005,netParams_con_2023-07-30_23-25-46"
54,"netParams.connParams.PYR->BC_AMPA.weight      0.000530
netParams.connParams.BC->BC_GABA.weight       0.004063
netParams.connParams.PYR->OLM_AMPA.weight     0.000503
netParams.connParams.BC->PYR_GABA.weight      0.000760
netParams.connParams.PYR->PYR_AMPA.weight     0.000021
netParams.connParams.OLM->PYR_GABA.weight     0.040964
PYR                                           3.390000
BC                                           21.300000
OLM                                           3.750000
dtype: float64",3.39,21.3,3.75,0.8803000000000014,33.75759196281433,False,1,1ba7e9b7,2023-07-30_23-26-54,1690774014,33.75759196281433,364708,node07,10.0.0.7,33.75759196281433,1,0.004063081094707783,0.0007598184732843169,0.040964274960768106,0.0005295144600188594,0.0005034809604707638,2.0688741988328258e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_1ba7e9b7_55_netParams_connParams_BC-_BC_GABA_weight=0.0041,netParams_connParams_BC-_PYR_GABA_weight=0.0008,netParams_con_2023-07-30_23-26-21"
55,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.BC->BC_GABA.weight       0.003577
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.BC->PYR_GABA.weight      0.000921
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.OLM->PYR_GABA.weight     0.040825
PYR                                           3.010000
BC                                           18.600000
OLM                                           3.040000
dtype: float64",3.01,18.6,3.04,0.5012666666666651,33.12803268432617,False,1,53ea8282,2023-07-30_23-27-28,1690774048,33.12803268432617,364708,node07,10.0.0.7,33.12803268432617,1,0.0035774474235188564,0.0009211685677604452,0.04082507348306387,0.00054,0.00054,3.0000000000000004e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_53ea8282_56_netParams_connParams_BC-_BC_GABA_weight=0.0036,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_23-26-55"
56,"netParams.connParams.PYR->BC_AMPA.weight      0.000332
netParams.connParams.BC->BC_GABA.weight       0.003298
netParams.connParams.PYR->OLM_AMPA.weight     0.000536
netParams.connParams.BC->PYR_GABA.weight      0.001039
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.OLM->PYR_GABA.weight     0.041916
PYR                                           2.940000
BC                                           19.400000
OLM                                           3.160000
dtype: float64",2.94,19.4,3.16,0.1153666666666667,32.64899682998657,False,1,c2491e40,2023-07-30_23-28-01,1690774081,32.64899682998657,364708,node07,10.0.0.7,32.64899682998657,1,0.003297895104153339,0.0010389818037061915,0.041915633595690116,0.0003316823722706441,0.0005355375562649185,1.0104749549507111e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_c2491e40_57_netParams_connParams_BC-_BC_GABA_weight=0.0033,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_23-27-28"
57,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.BC->BC_GABA.weight       0.003707
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.BC->PYR_GABA.weight      0.000477
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.OLM->PYR_GABA.weight     0.040581
PYR                                           3.690000
BC                                           23.100000
OLM                                           4.630000
dtype: float64",3.69,23.1,4.63,4.342700000000005,33.29391956329346,False,1,678e068f,2023-07-30_23-28-35,1690774115,33.29391956329346,364708,node07,10.0.0.7,33.29391956329346,1,0.0037069949600915643,0.0004771024214395022,0.04058133861364597,0.00054,0.00054,3.0000000000000004e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_678e068f_58_netParams_connParams_BC-_BC_GABA_weight=0.0037,netParams_connParams_BC-_PYR_GABA_weight=0.0005,netParams_con_2023-07-30_23-28-01"
58,"netParams.connParams.PYR->BC_AMPA.weight      0.000302
netParams.connParams.BC->BC_GABA.weight       0.003686
netParams.connParams.PYR->OLM_AMPA.weight     0.000217
netParams.connParams.BC->PYR_GABA.weight      0.001075
netParams.connParams.PYR->PYR_AMPA.weight     0.000014
netParams.connParams.OLM->PYR_GABA.weight     0.042153
PYR                                           3.340000
BC                                           19.500000
OLM                                           2.780000
dtype: float64",3.34,19.5,2.78,0.1720333333333334,33.92636585235596,False,1,5e0c9621,2023-07-30_23-29-09,1690774149,33.92636585235596,364708,node07,10.0.0.7,33.92636585235596,1,0.003686225411787789,0.0010751926367956514,0.04215318816164317,0.0003024520500852604,0.00021720507980619777,1.4339929591988512e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_5e0c9621_59_netParams_connParams_BC-_BC_GABA_weight=0.0037,netParams_connParams_BC-_PYR_GABA_weight=0.0011,netParams_con_2023-07-30_23-28-35"
59,"netParams.connParams.PYR->BC_AMPA.weight      0.000493
netParams.connParams.BC->BC_GABA.weight       0.003514
netParams.connParams.PYR->OLM_AMPA.weight     0.000334
netParams.connParams.BC->PYR_GABA.weight      0.001027
netParams.connParams.PYR->PYR_AMPA.weight     0.000015
netParams.connParams.OLM->PYR_GABA.weight     0.042534
PYR                                           3.250000
BC                                           19.900000
OLM                                           3.020000
dtype: float64",3.25,19.9,3.02,0.0835333333333332,36.79906630516052,False,1,af7a55b2,2023-07-30_23-29-46,1690774186,36.79906630516052,364708,node07,10.0.0.7,36.79906630516052,1,0.003514185261668655,0.0010267132524718887,0.0425338890199766,0.000493374169465476,0.0003337756714527943,1.4816367445921697e-05,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_af7a55b2_60_netParams_connParams_BC-_BC_GABA_weight=0.0035,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_23-29-09"
