,sdata,PYR,BC,OLM,loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.PYR->BC_AMPA.weight,config/netParams.connParams.PYR->BC_NMDA.weight,config/netParams.connParams.PYR->OLM_AMPA.weight,config/netParams.connParams.PYR->OLM_NMDA.weight,config/netParams.connParams.PYR->PYR_AMPA.weight,config/netParams.connParams.PYR->PYR_NMDA.weight,logdir
87,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.PYR->BC_NMDA.weight      0.001435
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.000557
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.360000
BC                                           19.400000
OLM                                           2.770000
dtype: float64",3.36,19.4,2.77,0.1934666666666669,33.805331230163574,False,1,b4e5caa4,2023-07-30_23-43-43,1690775023,33.805331230163574,579944,node06,10.0.0.6,33.805331230163574,1,0.00054,0.0014352750744027851,0.00054,0.0005567340880426572,1e-05,6e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_b4e5caa4_88_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-30_23-43-09"
88,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.PYR->BC_NMDA.weight      0.001672
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.001050
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           2.440000
BC                                           14.800000
OLM                                           3.230000
dtype: float64",2.44,14.8,3.23,8.29253333333333,33.989826679229736,False,1,beaef58e,2023-07-30_23-44-17,1690775057,33.989826679229736,579944,node06,10.0.0.6,33.989826679229736,1,0.00054,0.0016723769355974376,0.00054,0.00105,3.0000000000000004e-05,6e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_beaef58e_89_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0017,netParams_co_2023-07-30_23-43-43"
89,"netParams.connParams.PYR->BC_AMPA.weight      0.000387
netParams.connParams.PYR->BC_NMDA.weight      0.001443
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.000868
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           2.890000
BC                                           15.900000
OLM                                           3.860000
dtype: float64",2.89,15.9,3.86,4.931533333333331,33.332183837890625,False,1,572cc503,2023-07-30_23-44-51,1690775091,33.332183837890625,579944,node06,10.0.0.6,33.332183837890625,1,0.00038654073368405724,0.0014427237087516664,0.00054,0.0008682358583641838,1e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_572cc503_90_netParams_connParams_PYR-_BC_AMPA_weight=0.0004,netParams_connParams_PYR-_BC_NMDA_weight=0.0014,netParams_co_2023-07-30_23-44-18"
90,"netParams.connParams.PYR->BC_AMPA.weight      0.000293
netParams.connParams.PYR->BC_NMDA.weight      0.002070
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.000857
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           2.760000
BC                                           20.900000
OLM                                           3.500000
dtype: float64",2.76,20.9,3.5,0.5924333333333328,34.692261695861816,False,1,14cc3f80,2023-07-30_23-45-27,1690775127,34.692261695861816,579944,node06,10.0.0.6,34.692261695861816,1,0.00029324102002080047,0.00207,0.00054,0.0008567818589019455,3.0000000000000004e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_14cc3f80_91_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0021,netParams_co_2023-07-30_23-44-52"
91,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.PYR->BC_NMDA.weight      0.001516
netParams.connParams.PYR->OLM_AMPA.weight     0.000357
netParams.connParams.PYR->OLM_NMDA.weight     0.000854
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           2.900000
BC                                           17.300000
OLM                                           3.210000
dtype: float64",2.9,17.3,3.21,2.007066666666665,32.4569149017334,False,1,e66873e0,2023-07-30_23-46-00,1690775160,32.4569149017334,579944,node06,10.0.0.6,32.4569149017334,1,0.00054,0.0015158890751278623,0.0003565820954145823,0.000854174619988043,1e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_e66873e0_92_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0015,netParams_co_2023-07-30_23-45-27"
92,"netParams.connParams.PYR->BC_AMPA.weight      0.000540
netParams.connParams.PYR->BC_NMDA.weight      0.001296
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.000619
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.290000
BC                                           18.700000
OLM                                           3.600000
dtype: float64",3.29,18.7,3.6,0.3397999999999999,34.56137299537659,False,1,d43feba5,2023-07-30_23-46-35,1690775195,34.56137299537659,579944,node06,10.0.0.6,34.56137299537659,1,0.00054,0.0012962971041896273,0.00054,0.0006187994501500137,3.0000000000000004e-05,6e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_d43feba5_93_netParams_connParams_PYR-_BC_AMPA_weight=0.0005,netParams_connParams_PYR-_BC_NMDA_weight=0.0013,netParams_co_2023-07-30_23-46-00"
93,"netParams.connParams.PYR->BC_AMPA.weight      0.000345
netParams.connParams.PYR->BC_NMDA.weight      0.001140
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.000494
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           3.810000
BC                                           19.500000
OLM                                           3.980000
dtype: float64",3.81,19.5,3.98,0.1736666666666665,33.211607933044434,False,1,b9de9e84,2023-07-30_23-47-08,1690775228,33.211607933044434,579944,node06,10.0.0.6,33.211607933044434,1,0.0003447234249828841,0.0011400886168041072,0.00054,0.0004942607977071618,3.0000000000000004e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_b9de9e84_94_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0011,netParams_co_2023-07-30_23-46-35"
94,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.PYR->BC_NMDA.weight      0.000690
netParams.connParams.PYR->OLM_AMPA.weight     0.000180
netParams.connParams.PYR->OLM_NMDA.weight     0.000350
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           6.270000
BC                                           23.900000
OLM                                           3.560000
dtype: float64",6.27,23.9,3.56,8.74433333333333,35.585177421569824,False,1,33d49c5a,2023-07-30_23-47-44,1690775264,35.585177421569824,579944,node06,10.0.0.6,35.585177421569824,1,0.00018,0.00069,0.00018,0.00035,3.0000000000000004e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_33d49c5a_95_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0007,netParams_co_2023-07-30_23-47-09"
95,"netParams.connParams.PYR->BC_AMPA.weight      0.000338
netParams.connParams.PYR->BC_NMDA.weight      0.001084
netParams.connParams.PYR->OLM_AMPA.weight     0.000344
netParams.connParams.PYR->OLM_NMDA.weight     0.000649
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.600000
BC                                           18.400000
OLM                                           3.620000
dtype: float64",3.6,18.4,3.62,0.5933666666666674,35.65816640853882,False,1,f3126d45,2023-07-30_23-48-21,1690775301,35.65816640853882,579944,node06,10.0.0.6,35.65816640853882,1,0.0003382468664209332,0.0010842581408967004,0.000343888708270999,0.0006490143702122238,1.797015603854218e-05,5.408452735018248e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_f3126d45_96_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0011,netParams_co_2023-07-30_23-47-45"
96,"netParams.connParams.PYR->BC_AMPA.weight      0.000340
netParams.connParams.PYR->BC_NMDA.weight      0.001226
netParams.connParams.PYR->OLM_AMPA.weight     0.000266
netParams.connParams.PYR->OLM_NMDA.weight     0.000949
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           3.120000
BC                                           17.100000
OLM                                           4.340000
dtype: float64",3.12,17.1,4.34,2.5217666666666627,33.554274797439575,False,1,1d8eb324,2023-07-30_23-48-55,1690775335,33.554274797439575,579944,node06,10.0.0.6,33.554274797439575,1,0.0003400493580574519,0.001225795003705492,0.0002662954715888321,0.0009485292749714768,3.0000000000000004e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_1d8eb324_97_netParams_connParams_PYR-_BC_AMPA_weight=0.0003,netParams_connParams_PYR-_BC_NMDA_weight=0.0012,netParams_co_2023-07-30_23-48-21"
97,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.PYR->BC_NMDA.weight      0.000690
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.001050
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           4.550000
BC                                           17.700000
OLM                                           8.230000
dtype: float64",4.55,17.7,8.23,9.3739,31.53946566581726,False,1,5bf9848c,2023-07-30_23-49-27,1690775367,31.53946566581726,579944,node06,10.0.0.6,31.53946566581726,1,0.00018,0.00069,0.00054,0.00105,3.0000000000000004e-05,6e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_5bf9848c_98_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0007,netParams_co_2023-07-30_23-48-55"
98,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.PYR->BC_NMDA.weight      0.000905
netParams.connParams.PYR->OLM_AMPA.weight     0.000540
netParams.connParams.PYR->OLM_NMDA.weight     0.000539
netParams.connParams.PYR->PYR_AMPA.weight     0.000010
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.900000
BC                                           18.200000
OLM                                           4.600000
dtype: float64",3.9,18.2,4.6,1.2801666666666662,33.215686082839966,False,1,1bfa2f2a,2023-07-30_23-50-01,1690775401,33.215686082839966,579944,node06,10.0.0.6,33.215686082839966,1,0.00018,0.0009049778248473087,0.00054,0.0005393889087097173,1e-05,6e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_1bfa2f2a_99_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0009,netParams_co_2023-07-30_23-49-28"
99,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.PYR->BC_NMDA.weight      0.000830
netParams.connParams.PYR->OLM_AMPA.weight     0.000180
netParams.connParams.PYR->OLM_NMDA.weight     0.000739
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           4.270000
BC                                           19.100000
OLM                                           5.070000
dtype: float64",4.27,19.1,5.07,1.2616333333333325,33.24202036857605,False,1,86d45771,2023-07-30_23-50-35,1690775435,33.24202036857605,579944,node06,10.0.0.6,33.24202036857605,1,0.00018,0.0008302634620229678,0.00018,0.000739231535961789,3.0000000000000004e-05,6e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/bopt/objective_86d45771_100_netParams_connParams_PYR-_BC_AMPA_weight=0.0002,netParams_connParams_PYR-_BC_NMDA_weight=0.0008,netParams_c_2023-07-30_23-50-01"
