,sdata,PYR,BC,OLM,loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.BC->BC_GABA.weight,config/netParams.connParams.BC->PYR_GABA.weight,config/netParams.connParams.OLM->PYR_GABA.weight,config/netParams.connParams.PYR->BC_NMDA.weight,config/netParams.connParams.PYR->OLM_NMDA.weight,config/netParams.connParams.PYR->PYR_NMDA.weight,logdir
82,"netParams.connParams.BC->BC_GABA.weight       0.003330
netParams.connParams.PYR->BC_NMDA.weight      0.001421
netParams.connParams.BC->PYR_GABA.weight      0.000619
netParams.connParams.PYR->OLM_NMDA.weight     0.000798
netParams.connParams.OLM->PYR_GABA.weight     0.054720
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.070000
BC                                           17.600000
OLM                                           2.980000
dtype: float64",3.07,17.6,2.98,1.5743333333333305,32.68425393104553,False,1,2a517595,2023-07-29_12-46-04,1690649164,32.68425393104553,574813,node06,10.0.0.6,32.68425393104553,1,0.0033299999999999996,0.0006192000000000001,0.05471999999999999,0.0014214,0.000798,5.8e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_2a517595_83_netParams_connParams_BC-_BC_GABA_weight=0.0033,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-45-31"
83,"netParams.connParams.BC->BC_GABA.weight       0.002970
netParams.connParams.PYR->BC_NMDA.weight      0.001559
netParams.connParams.BC->PYR_GABA.weight      0.000583
netParams.connParams.PYR->OLM_NMDA.weight     0.000826
netParams.connParams.OLM->PYR_GABA.weight     0.042480
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.280000
BC                                           23.700000
OLM                                           4.120000
dtype: float64",3.28,23.7,4.12,5.475366666666666,34.49597406387329,False,1,f5871dff,2023-07-29_12-46-39,1690649199,34.49597406387329,574813,node06,10.0.0.6,34.49597406387329,1,0.0029699999999999996,0.0005832000000000001,0.04248,0.0015593999999999998,0.0008259999999999999,5.3599999999999995e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_f5871dff_84_netParams_connParams_BC-_BC_GABA_weight=0.0030,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-46-04"
84,"netParams.connParams.BC->BC_GABA.weight       0.002655
netParams.connParams.PYR->BC_NMDA.weight      0.001311
netParams.connParams.BC->PYR_GABA.weight      0.000554
netParams.connParams.PYR->OLM_NMDA.weight     0.000784
netParams.connParams.OLM->PYR_GABA.weight     0.051120
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.360000
BC                                           22.700000
OLM                                           3.690000
dtype: float64",3.36,22.7,3.69,3.0162666666666667,35.236353397369385,False,1,c2a31700,2023-07-29_12-47-14,1690649234,35.236353397369385,574813,node06,10.0.0.6,35.236353397369385,1,0.002655,0.0005544,0.05112,0.001311,0.000784,5.48e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_c2a31700_85_netParams_connParams_BC-_BC_GABA_weight=0.0027,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-46-39"
85,"netParams.connParams.BC->BC_GABA.weight       0.003600
netParams.connParams.PYR->BC_NMDA.weight      0.001504
netParams.connParams.BC->PYR_GABA.weight      0.000756
netParams.connParams.PYR->OLM_NMDA.weight     0.000959
netParams.connParams.OLM->PYR_GABA.weight     0.052560
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           2.850000
BC                                           18.400000
OLM                                           4.050000
dtype: float64",2.85,18.4,4.05,0.7555000000000005,34.707314252853394,False,1,43fea163,2023-07-29_12-47-49,1690649269,34.707314252853394,574813,node06,10.0.0.6,34.707314252853394,1,0.0036,0.000756,0.052559999999999996,0.0015041999999999998,0.000959,2.8e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_43fea163_86_netParams_connParams_BC-_BC_GABA_weight=0.0036,netParams_connParams_BC-_PYR_GABA_weight=0.0008,netParams_con_2023-07-29_12-47-14"
86,"netParams.connParams.BC->BC_GABA.weight       0.003195
netParams.connParams.PYR->BC_NMDA.weight      0.001601
netParams.connParams.BC->PYR_GABA.weight      0.000641
netParams.connParams.PYR->OLM_NMDA.weight     0.000749
netParams.connParams.OLM->PYR_GABA.weight     0.078480
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           2.960000
BC                                           20.500000
OLM                                           2.620000
dtype: float64",2.96,20.5,2.62,0.5023000000000004,33.54912233352661,False,1,f63b0469,2023-07-29_12-48-22,1690649302,33.54912233352661,574813,node06,10.0.0.6,33.54912233352661,1,0.003195,0.0006408,0.07848,0.0016007999999999999,0.000749,5.199999999999999e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_f63b0469_87_netParams_connParams_BC-_BC_GABA_weight=0.0032,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-47-49"
87,"netParams.connParams.BC->BC_GABA.weight       0.003870
netParams.connParams.PYR->BC_NMDA.weight      0.001352
netParams.connParams.BC->PYR_GABA.weight      0.000662
netParams.connParams.PYR->OLM_NMDA.weight     0.000994
netParams.connParams.OLM->PYR_GABA.weight     0.037440
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           3.200000
BC                                           19.800000
OLM                                           4.910000
dtype: float64",3.2,19.8,4.91,0.7010666666666667,33.38119673728943,False,1,24d7fc72,2023-07-29_12-48-56,1690649336,33.38119673728943,574813,node06,10.0.0.6,33.38119673728943,1,0.0038699999999999997,0.0006624000000000001,0.037439999999999994,0.0013524000000000001,0.000994,2.36e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_24d7fc72_88_netParams_connParams_BC-_BC_GABA_weight=0.0039,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-48-23"
88,"netParams.connParams.BC->BC_GABA.weight       0.003060
netParams.connParams.PYR->BC_NMDA.weight      0.001394
netParams.connParams.BC->PYR_GABA.weight      0.000792
netParams.connParams.PYR->OLM_NMDA.weight     0.000714
netParams.connParams.OLM->PYR_GABA.weight     0.048240
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           3.160000
BC                                           20.900000
OLM                                           2.780000
dtype: float64",3.16,20.9,2.78,0.6494999999999996,32.862221240997314,False,1,4cb3e0e3,2023-07-29_12-49-29,1690649369,32.862221240997314,574813,node06,10.0.0.6,32.862221240997314,1,0.00306,0.0007920000000000001,0.04824,0.0013938,0.000714,2.12e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_4cb3e0e3_89_netParams_connParams_BC-_BC_GABA_weight=0.0031,netParams_connParams_BC-_PYR_GABA_weight=0.0008,netParams_con_2023-07-29_12-48-56"
89,"netParams.connParams.BC->BC_GABA.weight       0.002925
netParams.connParams.PYR->BC_NMDA.weight      0.001477
netParams.connParams.BC->PYR_GABA.weight      0.000626
netParams.connParams.PYR->OLM_NMDA.weight     0.000931
netParams.connParams.OLM->PYR_GABA.weight     0.056880
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           2.970000
BC                                           20.100000
OLM                                           3.850000
dtype: float64",2.97,20.1,3.85,0.1471000000000004,32.89220857620239,False,1,20ae3073,2023-07-29_12-50-02,1690649402,32.89220857620239,574813,node06,10.0.0.6,32.89220857620239,1,0.0029249999999999996,0.0006264,0.05688,0.0014766,0.000931,5.68e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_20ae3073_90_netParams_connParams_BC-_BC_GABA_weight=0.0029,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-49-29"
90,"netParams.connParams.BC->BC_GABA.weight       0.002610
netParams.connParams.PYR->BC_NMDA.weight      0.001118
netParams.connParams.BC->PYR_GABA.weight      0.000734
netParams.connParams.PYR->OLM_NMDA.weight     0.000924
netParams.connParams.OLM->PYR_GABA.weight     0.045360
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.120000
BC                                           19.800000
OLM                                           3.910000
dtype: float64",3.12,19.8,3.91,0.084,34.46638774871826,False,1,09121493,2023-07-29_12-50-37,1690649437,34.46638774871826,574813,node06,10.0.0.6,34.46638774871826,1,0.00261,0.0007344000000000001,0.04536,0.0011178,0.0009239999999999999,5.64e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_09121493_91_netParams_connParams_BC-_BC_GABA_weight=0.0026,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-50-02"
91,"netParams.connParams.BC->BC_GABA.weight       0.002610
netParams.connParams.PYR->BC_NMDA.weight      0.001118
netParams.connParams.BC->PYR_GABA.weight      0.000734
netParams.connParams.PYR->OLM_NMDA.weight     0.000924
netParams.connParams.OLM->PYR_GABA.weight     0.041040
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.020000
BC                                           18.900000
OLM                                           3.810000
dtype: float64",3.02,18.9,3.81,0.2860000000000003,33.807640075683594,False,1,ee2cd781,2023-07-29_12-51-10,1690649470,33.807640075683594,574813,node06,10.0.0.6,33.807640075683594,1,0.00261,0.0007344000000000001,0.04103999999999999,0.0011178,0.0009239999999999999,5.68e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_ee2cd781_92_netParams_connParams_BC-_BC_GABA_weight=0.0026,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-50-37"
92,"netParams.connParams.BC->BC_GABA.weight       0.002880
netParams.connParams.PYR->BC_NMDA.weight      0.001201
netParams.connParams.BC->PYR_GABA.weight      0.000677
netParams.connParams.PYR->OLM_NMDA.weight     0.000966
netParams.connParams.OLM->PYR_GABA.weight     0.043920
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.020000
BC                                           18.000000
OLM                                           4.280000
dtype: float64",3.02,18.0,4.28,1.216166666666666,33.53917384147644,False,1,2f1963a2,2023-07-29_12-51-44,1690649504,33.53917384147644,574813,node06,10.0.0.6,33.53917384147644,1,0.0028799999999999997,0.0006768,0.04392,0.0012006,0.0009660000000000001,5.919999999999999e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_2f1963a2_93_netParams_connParams_BC-_BC_GABA_weight=0.0029,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-51-11"
93,"netParams.connParams.BC->BC_GABA.weight       0.002835
netParams.connParams.PYR->BC_NMDA.weight      0.001297
netParams.connParams.BC->PYR_GABA.weight      0.000886
netParams.connParams.PYR->OLM_NMDA.weight     0.000896
netParams.connParams.OLM->PYR_GABA.weight     0.046800
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           2.920000
BC                                           18.500000
OLM                                           3.440000
dtype: float64",2.92,18.5,3.44,0.5390999999999995,34.146079540252686,False,1,cbd1613b,2023-07-29_12-52-18,1690649538,34.146079540252686,574813,node06,10.0.0.6,34.146079540252686,1,0.002835,0.0008856000000000001,0.046799999999999994,0.0012972,0.0008960000000000001,5.64e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_cbd1613b_94_netParams_connParams_BC-_BC_GABA_weight=0.0028,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-29_12-51-44"
94,"netParams.connParams.BC->BC_GABA.weight       0.006705
netParams.connParams.PYR->BC_NMDA.weight      0.001256
netParams.connParams.BC->PYR_GABA.weight      0.000698
netParams.connParams.PYR->OLM_NMDA.weight     0.000931
netParams.connParams.OLM->PYR_GABA.weight     0.049680
netParams.connParams.PYR->PYR_NMDA.weight     0.000005
PYR                                           3.420000
BC                                           16.800000
OLM                                           5.150000
dtype: float64",3.42,16.8,5.15,3.746266666666664,35.02786588668823,False,1,e60c93f7,2023-07-29_12-52-53,1690649573,35.02786588668823,574813,node06,10.0.0.6,35.02786588668823,1,0.006704999999999999,0.0006984000000000001,0.049679999999999995,0.0012558,0.000931,5.4e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_e60c93f7_95_netParams_connParams_BC-_BC_GABA_weight=0.0067,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-52-18"
95,"netParams.connParams.BC->BC_GABA.weight       0.002745
netParams.connParams.PYR->BC_NMDA.weight      0.001132
netParams.connParams.BC->PYR_GABA.weight      0.000720
netParams.connParams.PYR->OLM_NMDA.weight     0.000980
netParams.connParams.OLM->PYR_GABA.weight     0.056880
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.230000
BC                                           20.400000
OLM                                           4.870000
dtype: float64",3.23,20.4,4.87,0.8206999999999995,33.67048358917236,False,1,aaaf3e4b,2023-07-29_12-53-27,1690649607,33.67048358917236,574813,node06,10.0.0.6,33.67048358917236,1,0.002745,0.00072,0.05688,0.0011316,0.00098,4.4e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_aaaf3e4b_96_netParams_connParams_BC-_BC_GABA_weight=0.0027,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-52-54"
96,"netParams.connParams.BC->BC_GABA.weight       0.003105
netParams.connParams.PYR->BC_NMDA.weight      0.001035
netParams.connParams.BC->PYR_GABA.weight      0.000626
netParams.connParams.PYR->OLM_NMDA.weight     0.000847
netParams.connParams.OLM->PYR_GABA.weight     0.038160
netParams.connParams.PYR->PYR_NMDA.weight     0.000006
PYR                                           3.590000
BC                                           20.800000
OLM                                           4.960000
dtype: float64",3.59,20.8,4.96,1.1642000000000008,33.702484130859375,False,1,a7601808,2023-07-29_12-54-01,1690649641,33.702484130859375,574813,node06,10.0.0.6,33.702484130859375,1,0.0031049999999999997,0.0006264,0.03816,0.001035,0.0008470000000000001,5.76e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_a7601808_97_netParams_connParams_BC-_BC_GABA_weight=0.0031,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-53-27"
97,"netParams.connParams.BC->BC_GABA.weight       0.002925
netParams.connParams.PYR->BC_NMDA.weight      0.001076
netParams.connParams.BC->PYR_GABA.weight      0.001022
netParams.connParams.PYR->OLM_NMDA.weight     0.001015
netParams.connParams.OLM->PYR_GABA.weight     0.045360
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           3.000000
BC                                           17.800000
OLM                                           4.830000
dtype: float64",3.0,17.8,4.83,1.8583999999999976,34.627880811691284,False,1,a7d8706e,2023-07-29_12-54-36,1690649676,34.627880811691284,574813,node06,10.0.0.6,34.627880811691284,1,0.0029249999999999996,0.0010224000000000001,0.04536,0.0010764,0.001015,3.24e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_a7d8706e_98_netParams_connParams_BC-_BC_GABA_weight=0.0029,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-54-01"
98,"netParams.connParams.BC->BC_GABA.weight       0.003240
netParams.connParams.PYR->BC_NMDA.weight      0.001463
netParams.connParams.BC->PYR_GABA.weight      0.000605
netParams.connParams.PYR->OLM_NMDA.weight     0.000868
netParams.connParams.OLM->PYR_GABA.weight     0.047520
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           2.960000
BC                                           17.600000
OLM                                           2.900000
dtype: float64",2.96,17.6,2.9,1.6264333333333305,33.12540578842163,False,1,980c0067,2023-07-29_12-55-09,1690649709,33.12540578842163,574813,node06,10.0.0.6,33.12540578842163,1,0.00324,0.0006048000000000001,0.04751999999999999,0.0014628,0.0008680000000000001,3.84e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_980c0067_99_netParams_connParams_BC-_BC_GABA_weight=0.0032,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-54-36"
99,"netParams.connParams.BC->BC_GABA.weight       0.002565
netParams.connParams.PYR->BC_NMDA.weight      0.001628
netParams.connParams.BC->PYR_GABA.weight      0.000590
netParams.connParams.PYR->OLM_NMDA.weight     0.000910
netParams.connParams.OLM->PYR_GABA.weight     0.068400
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           2.660000
BC                                           19.900000
OLM                                           2.940000
dtype: float64",2.66,19.9,2.94,0.2610999999999998,33.70833373069763,False,1,85f26ae5,2023-07-29_12-55-43,1690649743,33.70833373069763,574813,node06,10.0.0.6,33.70833373069763,1,0.0025649999999999996,0.0005904,0.06839999999999999,0.0016284,0.00091,3.44e-06,"/ddn/jchen/ray_results/objective_2023-07-29_11-58-54/objective_85f26ae5_100_netParams_connParams_BC-_BC_GABA_weight=0.0026,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_co_2023-07-29_12-55-09"
