,sdata,PYR,BC,OLM,loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.BC->BC_GABA.weight,config/netParams.connParams.BC->PYR_GABA.weight,config/netParams.connParams.OLM->PYR_GABA.weight,config/netParams.connParams.PYR->BC_AMPA.weight,config/netParams.connParams.PYR->BC_NMDA.weight,config/netParams.connParams.PYR->OLM_AMPA.weight,config/netParams.connParams.PYR->OLM_NMDA.weight,config/netParams.connParams.PYR->PYR_AMPA.weight,config/netParams.connParams.PYR->PYR_NMDA.weight,logdir
87,"netParams.connParams.PYR->BC_AMPA.weight      0.000407
netParams.connParams.BC->BC_GABA.weight       0.002745
netParams.connParams.PYR->BC_NMDA.weight      0.000814
netParams.connParams.PYR->OLM_AMPA.weight     0.000202
netParams.connParams.BC->PYR_GABA.weight      0.000871
netParams.connParams.PYR->OLM_NMDA.weight     0.000693
netParams.connParams.PYR->PYR_AMPA.weight     0.000028
netParams.connParams.OLM->PYR_GABA.weight     0.056160
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           4.090000
BC                                           20.700000
OLM                                           3.760000
dtype: float64",4.09,20.7,3.76,0.5488666666666666,33.27081227302551,False,1,5d79f24c,2023-07-30_12-48-59,1690735739,33.27081227302551,379496,node08,10.0.0.8,33.27081227302551,1,0.002745,0.0008712000000000001,0.056159999999999995,0.0004068,0.0008142,0.00020160000000000002,0.000693,2.7800000000000005e-05,3.28e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_5d79f24c_88_netParams_connParams_BC-_BC_GABA_weight=0.0027,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_12-48-25"
88,"netParams.connParams.PYR->BC_AMPA.weight      0.000371
netParams.connParams.BC->BC_GABA.weight       0.003375
netParams.connParams.PYR->BC_NMDA.weight      0.000966
netParams.connParams.PYR->OLM_AMPA.weight     0.000281
netParams.connParams.BC->PYR_GABA.weight      0.000684
netParams.connParams.PYR->OLM_NMDA.weight     0.000791
netParams.connParams.PYR->PYR_AMPA.weight     0.000016
netParams.connParams.OLM->PYR_GABA.weight     0.060480
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           3.500000
BC                                           17.200000
OLM                                           3.990000
dtype: float64",3.5,17.2,3.99,2.182,33.242024183273315,False,1,7e190f93,2023-07-30_12-49-32,1690735772,33.242024183273315,379496,node08,10.0.0.8,33.242024183273315,1,0.0033749999999999995,0.000684,0.06047999999999999,0.0003708,0.000966,0.0002808,0.000791,1.6000000000000003e-05,3.44e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_7e190f93_89_netParams_connParams_BC-_BC_GABA_weight=0.0034,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-30_12-48-59"
89,"netParams.connParams.PYR->BC_AMPA.weight      0.000364
netParams.connParams.BC->BC_GABA.weight       0.002430
netParams.connParams.PYR->BC_NMDA.weight      0.001145
netParams.connParams.PYR->OLM_AMPA.weight     0.000216
netParams.connParams.BC->PYR_GABA.weight      0.000929
netParams.connParams.PYR->OLM_NMDA.weight     0.000644
netParams.connParams.PYR->PYR_AMPA.weight     0.000026
netParams.connParams.OLM->PYR_GABA.weight     0.058320
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           3.440000
BC                                           22.400000
OLM                                           2.270000
dtype: float64",3.44,22.4,2.27,2.913333333333332,34.4882550239563,False,1,efba0be8,2023-07-30_12-50-07,1690735807,34.4882550239563,379496,node08,10.0.0.8,34.4882550239563,1,0.00243,0.0009288,0.05832,0.00036360000000000006,0.0011454,0.00021600000000000002,0.000644,2.6000000000000002e-05,2.5999999999999997e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_efba0be8_90_netParams_connParams_BC-_BC_GABA_weight=0.0024,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_12-49-32"
90,"netParams.connParams.PYR->BC_AMPA.weight      0.000425
netParams.connParams.BC->BC_GABA.weight       0.002925
netParams.connParams.PYR->BC_NMDA.weight      0.001007
netParams.connParams.PYR->OLM_AMPA.weight     0.000418
netParams.connParams.BC->PYR_GABA.weight      0.000943
netParams.connParams.PYR->OLM_NMDA.weight     0.000756
netParams.connParams.PYR->PYR_AMPA.weight     0.000027
netParams.connParams.OLM->PYR_GABA.weight     0.068400
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           3.200000
BC                                           19.300000
OLM                                           4.140000
dtype: float64",3.2,19.3,4.14,0.2094999999999993,32.78532361984253,False,1,bacec541,2023-07-30_12-50-39,1690735839,32.78532361984253,379496,node08,10.0.0.8,32.78532361984253,1,0.0029249999999999996,0.0009432000000000002,0.06839999999999999,0.0004248,0.0010073999999999999,0.00041760000000000007,0.0007559999999999999,2.6600000000000003e-05,2.32e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_bacec541_91_netParams_connParams_BC-_BC_GABA_weight=0.0029,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_12-50-07"
91,"netParams.connParams.PYR->BC_AMPA.weight      0.000281
netParams.connParams.BC->BC_GABA.weight       0.003105
netParams.connParams.PYR->BC_NMDA.weight      0.001063
netParams.connParams.PYR->OLM_AMPA.weight     0.000209
netParams.connParams.BC->PYR_GABA.weight      0.000965
netParams.connParams.PYR->OLM_NMDA.weight     0.000728
netParams.connParams.PYR->PYR_AMPA.weight     0.000024
netParams.connParams.OLM->PYR_GABA.weight     0.051840
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.420000
BC                                           19.600000
OLM                                           3.350000
dtype: float64",3.42,19.6,3.35,0.0102666666666665,33.89644527435303,False,1,c8d96f01,2023-07-30_12-51-13,1690735873,33.89644527435303,379496,node08,10.0.0.8,33.89644527435303,1,0.0031049999999999997,0.0009648,0.05184,0.0002808,0.0010626,0.0002088,0.0007279999999999999,2.3800000000000003e-05,3.92e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_c8d96f01_92_netParams_connParams_BC-_BC_GABA_weight=0.0031,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_12-50-40"
92,"netParams.connParams.PYR->BC_AMPA.weight      0.000299
netParams.connParams.BC->BC_GABA.weight       0.003105
netParams.connParams.PYR->BC_NMDA.weight      0.000938
netParams.connParams.PYR->OLM_AMPA.weight     0.000194
netParams.connParams.BC->PYR_GABA.weight      0.000965
netParams.connParams.PYR->OLM_NMDA.weight     0.000742
netParams.connParams.PYR->PYR_AMPA.weight     0.000029
netParams.connParams.OLM->PYR_GABA.weight     0.051840
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.730000
BC                                           19.100000
OLM                                           4.030000
dtype: float64",3.73,19.1,4.03,0.2752333333333325,35.09089684486389,False,1,5ba5cb3f,2023-07-30_12-51-49,1690735909,35.09089684486389,379496,node08,10.0.0.8,35.09089684486389,1,0.0031049999999999997,0.0009648,0.05184,0.0002988,0.0009384,0.0001944,0.000742,2.8800000000000002e-05,4.36e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_5ba5cb3f_93_netParams_connParams_BC-_BC_GABA_weight=0.0031,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_12-51-14"
93,"netParams.connParams.PYR->BC_AMPA.weight      0.000277
netParams.connParams.BC->BC_GABA.weight       0.003510
netParams.connParams.PYR->BC_NMDA.weight      0.001049
netParams.connParams.PYR->OLM_AMPA.weight     0.000227
netParams.connParams.BC->PYR_GABA.weight      0.001022
netParams.connParams.PYR->OLM_NMDA.weight     0.000665
netParams.connParams.PYR->PYR_AMPA.weight     0.000024
netParams.connParams.OLM->PYR_GABA.weight     0.049680
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.650000
BC                                           19.700000
OLM                                           3.080000
dtype: float64",3.65,19.7,3.08,0.0827333333333333,33.7571280002594,False,1,71adef26,2023-07-30_12-52-23,1690735943,33.7571280002594,379496,node08,10.0.0.8,33.7571280002594,1,0.0035099999999999997,0.0010224000000000001,0.049679999999999995,0.0002772,0.0010488,0.0002268,0.000665,2.3600000000000004e-05,4e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_71adef26_94_netParams_connParams_BC-_BC_GABA_weight=0.0035,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_12-51-49"
94,"netParams.connParams.PYR->BC_AMPA.weight      0.000274
netParams.connParams.BC->BC_GABA.weight       0.002610
netParams.connParams.PYR->BC_NMDA.weight      0.001076
netParams.connParams.PYR->OLM_AMPA.weight     0.000259
netParams.connParams.BC->PYR_GABA.weight      0.001022
netParams.connParams.PYR->OLM_NMDA.weight     0.000672
netParams.connParams.PYR->PYR_AMPA.weight     0.000024
netParams.connParams.OLM->PYR_GABA.weight     0.049680
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.520000
BC                                           21.100000
OLM                                           3.570000
dtype: float64",3.52,21.1,3.57,0.6674666666666687,33.97314977645874,False,1,7c717951,2023-07-30_12-52-57,1690735977,33.97314977645874,379496,node08,10.0.0.8,33.97314977645874,1,0.00261,0.0010224000000000001,0.049679999999999995,0.00027360000000000004,0.0010764,0.0002592,0.0006720000000000001,2.3800000000000003e-05,3.959999999999999e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_7c717951_95_netParams_connParams_BC-_BC_GABA_weight=0.0026,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_12-52-23"
95,"netParams.connParams.PYR->BC_AMPA.weight      0.000266
netParams.connParams.BC->BC_GABA.weight       0.003240
netParams.connParams.PYR->BC_NMDA.weight      0.001104
netParams.connParams.PYR->OLM_AMPA.weight     0.000227
netParams.connParams.BC->PYR_GABA.weight      0.001051
netParams.connParams.PYR->OLM_NMDA.weight     0.000700
netParams.connParams.PYR->PYR_AMPA.weight     0.000024
netParams.connParams.OLM->PYR_GABA.weight     0.054000
netParams.connParams.PYR->PYR_NMDA.weight     0.000004
PYR                                           3.670000
BC                                           20.200000
OLM                                           3.840000
dtype: float64",3.67,20.2,3.84,0.1652666666666666,34.09420561790466,False,1,abb20ab1,2023-07-30_12-53-31,1690736011,34.09420561790466,379496,node08,10.0.0.8,34.09420561790466,1,0.00324,0.0010512000000000002,0.05399999999999999,0.0002664,0.001104,0.0002268,0.0007,2.3600000000000004e-05,3.959999999999999e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_abb20ab1_96_netParams_connParams_BC-_BC_GABA_weight=0.0032,netParams_connParams_BC-_PYR_GABA_weight=0.0011,netParams_con_2023-07-30_12-52-57"
96,"netParams.connParams.PYR->BC_AMPA.weight      0.000392
netParams.connParams.BC->BC_GABA.weight       0.003465
netParams.connParams.PYR->BC_NMDA.weight      0.000994
netParams.connParams.PYR->OLM_AMPA.weight     0.000241
netParams.connParams.BC->PYR_GABA.weight      0.001001
netParams.connParams.PYR->OLM_NMDA.weight     0.000777
netParams.connParams.PYR->PYR_AMPA.weight     0.000025
netParams.connParams.OLM->PYR_GABA.weight     0.055440
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           3.310000
BC                                           18.100000
OLM                                           3.020000
dtype: float64",3.31,18.1,3.02,0.9211333333333313,34.97753572463989,False,1,1a9f930e,2023-07-30_12-54-06,1690736046,34.97753572463989,379496,node08,10.0.0.8,34.97753572463989,1,0.0034649999999999998,0.0010008,0.055439999999999996,0.0003924,0.0009935999999999999,0.0002412,0.0007769999999999999,2.5000000000000005e-05,2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_1a9f930e_97_netParams_connParams_BC-_BC_GABA_weight=0.0035,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_12-53-31"
97,"netParams.connParams.PYR->BC_AMPA.weight      0.000346
netParams.connParams.BC->BC_GABA.weight       0.002970
netParams.connParams.PYR->BC_NMDA.weight      0.000883
netParams.connParams.PYR->OLM_AMPA.weight     0.000205
netParams.connParams.BC->PYR_GABA.weight      0.000986
netParams.connParams.PYR->OLM_NMDA.weight     0.000602
netParams.connParams.PYR->PYR_AMPA.weight     0.000023
netParams.connParams.OLM->PYR_GABA.weight     0.041760
netParams.connParams.PYR->PYR_NMDA.weight     0.000002
PYR                                           4.170000
BC                                           20.300000
OLM                                           2.980000
dtype: float64",4.17,20.3,2.98,0.4296666666666673,34.403239250183105,False,1,c6444a6c,2023-07-30_12-54-41,1690736081,34.403239250183105,379496,node08,10.0.0.8,34.403239250183105,1,0.0029699999999999996,0.0009864000000000001,0.04176,0.00034560000000000005,0.0008832,0.0002052,0.000602,2.2800000000000002e-05,2.2e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_c6444a6c_98_netParams_connParams_BC-_BC_GABA_weight=0.0030,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-30_12-54-06"
98,"netParams.connParams.PYR->BC_AMPA.weight      0.000252
netParams.connParams.BC->BC_GABA.weight       0.003150
netParams.connParams.PYR->BC_NMDA.weight      0.001601
netParams.connParams.PYR->OLM_AMPA.weight     0.000295
netParams.connParams.BC->PYR_GABA.weight      0.000914
netParams.connParams.PYR->OLM_NMDA.weight     0.000658
netParams.connParams.PYR->PYR_AMPA.weight     0.000024
netParams.connParams.OLM->PYR_GABA.weight     0.044640
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           3.320000
BC                                           23.000000
OLM                                           2.190000
dtype: float64",3.32,23.0,2.19,4.176266666666669,34.60129475593567,False,1,f35d21e7,2023-07-30_12-55-15,1690736115,34.60129475593567,379496,node08,10.0.0.8,34.60129475593567,1,0.00315,0.0009144000000000001,0.04464,0.000252,0.0016007999999999999,0.0002952,0.000658,2.4200000000000002e-05,2.52e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_f35d21e7_99_netParams_connParams_BC-_BC_GABA_weight=0.0032,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-30_12-54-41"
99,"netParams.connParams.PYR->BC_AMPA.weight      0.000436
netParams.connParams.BC->BC_GABA.weight       0.002835
netParams.connParams.PYR->BC_NMDA.weight      0.001145
netParams.connParams.PYR->OLM_AMPA.weight     0.000248
netParams.connParams.BC->PYR_GABA.weight      0.001051
netParams.connParams.PYR->OLM_NMDA.weight     0.000819
netParams.connParams.PYR->PYR_AMPA.weight     0.000030
netParams.connParams.OLM->PYR_GABA.weight     0.047520
netParams.connParams.PYR->PYR_NMDA.weight     0.000003
PYR                                           3.120000
BC                                           18.500000
OLM                                           3.150000
dtype: float64",3.12,18.5,3.15,0.5302666666666661,33.33678126335144,False,1,080e753b,2023-07-30_12-55-49,1690736149,33.33678126335144,379496,node08,10.0.0.8,33.33678126335144,1,0.002835,0.0010512000000000002,0.04751999999999999,0.00043560000000000007,0.0011454,0.0002484,0.0008190000000000001,2.98e-05,3.1600000000000002e-06,"/ddn/jchen/dev/optimization/batchdir/ray_ses/optuna/objective_080e753b_100_netParams_connParams_BC-_BC_GABA_weight=0.0028,netParams_connParams_BC-_PYR_GABA_weight=0.0011,netParams_co_2023-07-30_12-55-15"
