,sdata,PYR,BC,OLM,loss,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/netParams.connParams.BC->BC_GABA.weight,config/netParams.connParams.BC->PYR_GABA.weight,config/netParams.connParams.OLM->PYR_GABA.weight,config/netParams.connParams.PYR->BC_AMPA.weight,config/netParams.connParams.PYR->OLM_AMPA.weight,config/netParams.connParams.PYR->PYR_AMPA.weight,logdir
61,"netParams.connParams.PYR->BC_AMPA.weight      0.000277
netParams.connParams.BC->BC_GABA.weight       0.003960
netParams.connParams.PYR->OLM_AMPA.weight     0.000335
netParams.connParams.BC->PYR_GABA.weight      0.000612
netParams.connParams.PYR->PYR_AMPA.weight     0.000017
netParams.connParams.OLM->PYR_GABA.weight     0.046080
PYR                                           3.500000
BC                                           21.600000
OLM                                           3.220000
dtype: float64",3.5,21.6,3.22,1.2327000000000028,32.764233112335205,False,1,cbd11546,2023-07-29_12-27-11,1690648031,32.764233112335205,374609,node08,10.0.0.8,32.764233112335205,1,0.00396,0.000612,0.046079999999999996,0.0002772,0.0003348,1.66e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_cbd11546_62_netParams_connParams_BC-_BC_GABA_weight=0.0040,netParams_connParams_BC-_PYR_GABA_weight=0.0006,netParams_con_2023-07-29_12-26-38"
62,"netParams.connParams.PYR->BC_AMPA.weight      0.000230
netParams.connParams.BC->BC_GABA.weight       0.004680
netParams.connParams.PYR->OLM_AMPA.weight     0.000299
netParams.connParams.BC->PYR_GABA.weight      0.000720
netParams.connParams.PYR->PYR_AMPA.weight     0.000014
netParams.connParams.OLM->PYR_GABA.weight     0.040320
PYR                                           3.720000
BC                                           21.600000
OLM                                           4.430000
dtype: float64",3.72,21.6,4.43,1.558666666666669,32.03865170478821,False,1,061384b9,2023-07-29_12-27-43,1690648063,32.03865170478821,374609,node08,10.0.0.8,32.03865170478821,1,0.00468,0.00072,0.040319999999999995,0.00023040000000000002,0.0002988,1.3800000000000002e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_061384b9_63_netParams_connParams_BC-_BC_GABA_weight=0.0047,netParams_connParams_BC-_PYR_GABA_weight=0.0007,netParams_con_2023-07-29_12-27-11"
63,"netParams.connParams.PYR->BC_AMPA.weight      0.000248
netParams.connParams.BC->BC_GABA.weight       0.003870
netParams.connParams.PYR->OLM_AMPA.weight     0.000281
netParams.connParams.BC->PYR_GABA.weight      0.000814
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.OLM->PYR_GABA.weight     0.064080
PYR                                           3.270000
BC                                           17.200000
OLM                                           2.710000
dtype: float64",3.27,17.2,2.71,2.2775000000000003,34.80363917350769,False,1,1fadad96,2023-07-29_12-28-18,1690648098,34.80363917350769,374609,node08,10.0.0.8,34.80363917350769,1,0.0038699999999999997,0.0008136,0.06408,0.0002484,0.0002808,1.76e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_1fadad96_64_netParams_connParams_BC-_BC_GABA_weight=0.0039,netParams_connParams_BC-_PYR_GABA_weight=0.0008,netParams_con_2023-07-29_12-27-43"
64,"netParams.connParams.PYR->BC_AMPA.weight      0.000216
netParams.connParams.BC->BC_GABA.weight       0.004185
netParams.connParams.PYR->OLM_AMPA.weight     0.000227
netParams.connParams.BC->PYR_GABA.weight      0.000778
netParams.connParams.PYR->PYR_AMPA.weight     0.000022
netParams.connParams.OLM->PYR_GABA.weight     0.087840
PYR                                           3.390000
BC                                           19.400000
OLM                                           2.600000
dtype: float64",3.39,19.4,2.6,0.2831333333333335,32.907790422439575,False,1,9f11ca7b,2023-07-29_12-28-51,1690648131,32.907790422439575,374609,node08,10.0.0.8,32.907790422439575,1,0.0041849999999999995,0.0007776,0.08784,0.00021600000000000002,0.0002268,2.1600000000000003e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_9f11ca7b_65_netParams_connParams_BC-_BC_GABA_weight=0.0042,netParams_connParams_BC-_PYR_GABA_weight=0.0008,netParams_con_2023-07-29_12-28-18"
65,"netParams.connParams.PYR->BC_AMPA.weight      0.000194
netParams.connParams.BC->BC_GABA.weight       0.004365
netParams.connParams.PYR->OLM_AMPA.weight     0.000328
netParams.connParams.BC->PYR_GABA.weight      0.001001
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.OLM->PYR_GABA.weight     0.043920
PYR                                           3.390000
BC                                           19.900000
OLM                                           3.330000
dtype: float64",3.39,19.9,3.33,0.0206999999999999,32.804945945739746,False,1,594fdf40,2023-07-29_12-29-24,1690648164,32.804945945739746,374609,node08,10.0.0.8,32.804945945739746,1,0.004364999999999999,0.0010008,0.04392,0.0001944,0.00032760000000000005,1.9600000000000002e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_594fdf40_66_netParams_connParams_BC-_BC_GABA_weight=0.0044,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-28-51"
66,"netParams.connParams.PYR->BC_AMPA.weight      0.000202
netParams.connParams.BC->BC_GABA.weight       0.004320
netParams.connParams.PYR->OLM_AMPA.weight     0.000328
netParams.connParams.BC->PYR_GABA.weight      0.000986
netParams.connParams.PYR->PYR_AMPA.weight     0.000021
netParams.connParams.OLM->PYR_GABA.weight     0.043200
PYR                                           3.360000
BC                                           20.300000
OLM                                           3.070000
dtype: float64",3.36,20.3,3.07,0.1734666666666673,32.01919341087341,False,1,fe0d7fae,2023-07-29_12-29-56,1690648196,32.01919341087341,374609,node08,10.0.0.8,32.01919341087341,1,0.004319999999999999,0.0009864000000000001,0.043199999999999995,0.00020160000000000002,0.00032760000000000005,2.06e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_fe0d7fae_67_netParams_connParams_BC-_BC_GABA_weight=0.0043,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-29-24"
67,"netParams.connParams.PYR->BC_AMPA.weight      0.000191
netParams.connParams.BC->BC_GABA.weight       0.004770
netParams.connParams.PYR->OLM_AMPA.weight     0.000392
netParams.connParams.BC->PYR_GABA.weight      0.001037
netParams.connParams.PYR->PYR_AMPA.weight     0.000019
netParams.connParams.OLM->PYR_GABA.weight     0.050400
PYR                                           3.220000
BC                                           19.300000
OLM                                           3.410000
dtype: float64",3.22,19.3,3.41,0.0593333333333329,32.74173831939697,False,1,90f3a257,2023-07-29_12-30-29,1690648229,32.74173831939697,374609,node08,10.0.0.8,32.74173831939697,1,0.00477,0.0010368,0.0504,0.0001908,0.0003924,1.9400000000000004e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_90f3a257_68_netParams_connParams_BC-_BC_GABA_weight=0.0048,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-29-56"
68,"netParams.connParams.PYR->BC_AMPA.weight      0.000191
netParams.connParams.BC->BC_GABA.weight       0.004815
netParams.connParams.PYR->OLM_AMPA.weight     0.000410
netParams.connParams.BC->PYR_GABA.weight      0.001001
netParams.connParams.PYR->PYR_AMPA.weight     0.000019
netParams.connParams.OLM->PYR_GABA.weight     0.054720
PYR                                           3.260000
BC                                           17.600000
OLM                                           3.480000
dtype: float64",3.26,17.6,3.48,1.4721666666666635,32.59600067138672,False,1,bc9fa1c1,2023-07-29_12-31-01,1690648261,32.59600067138672,374609,node08,10.0.0.8,32.59600067138672,1,0.004815,0.0010008,0.05471999999999999,0.0001908,0.0004104,1.92e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_bc9fa1c1_69_netParams_connParams_BC-_BC_GABA_weight=0.0048,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-30-29"
69,"netParams.connParams.PYR->BC_AMPA.weight      0.000180
netParams.connParams.BC->BC_GABA.weight       0.005265
netParams.connParams.PYR->OLM_AMPA.weight     0.000432
netParams.connParams.BC->PYR_GABA.weight      0.001037
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.OLM->PYR_GABA.weight     0.050400
PYR                                           3.350000
BC                                           18.900000
OLM                                           3.870000
dtype: float64",3.35,18.9,3.87,0.2667000000000003,33.225181579589844,False,1,ae661fd0,2023-07-29_12-31-35,1690648295,33.225181579589844,374609,node08,10.0.0.8,33.225181579589844,1,0.005265,0.0010368,0.0504,0.00018,0.000432,1.9600000000000002e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_ae661fd0_70_netParams_connParams_BC-_BC_GABA_weight=0.0053,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-31-01"
70,"netParams.connParams.PYR->BC_AMPA.weight      0.000216
netParams.connParams.BC->BC_GABA.weight       0.004995
netParams.connParams.PYR->OLM_AMPA.weight     0.000392
netParams.connParams.BC->PYR_GABA.weight      0.001051
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.OLM->PYR_GABA.weight     0.051840
PYR                                           3.370000
BC                                           18.900000
OLM                                           3.480000
dtype: float64",3.37,18.9,3.48,0.213666666666667,34.07474994659424,False,1,75e38b04,2023-07-29_12-32-09,1690648329,34.07474994659424,374609,node08,10.0.0.8,34.07474994659424,1,0.0049949999999999994,0.0010512000000000002,0.05184,0.00021600000000000002,0.0003924,1.78e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_75e38b04_71_netParams_connParams_BC-_BC_GABA_weight=0.0050,netParams_connParams_BC-_PYR_GABA_weight=0.0011,netParams_con_2023-07-29_12-31-35"
71,"netParams.connParams.PYR->BC_AMPA.weight      0.000194
netParams.connParams.BC->BC_GABA.weight       0.004410
netParams.connParams.PYR->OLM_AMPA.weight     0.000346
netParams.connParams.BC->PYR_GABA.weight      0.000936
netParams.connParams.PYR->PYR_AMPA.weight     0.000019
netParams.connParams.OLM->PYR_GABA.weight     0.048960
PYR                                           3.240000
BC                                           17.100000
OLM                                           3.080000
dtype: float64",3.24,17.1,3.08,2.307366666666663,32.25496459007263,False,1,482f1f34,2023-07-29_12-32-41,1690648361,32.25496459007263,374609,node08,10.0.0.8,32.25496459007263,1,0.004409999999999999,0.000936,0.04896,0.0001944,0.00034560000000000005,1.86e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_482f1f34_72_netParams_connParams_BC-_BC_GABA_weight=0.0044,netParams_connParams_BC-_PYR_GABA_weight=0.0009,netParams_con_2023-07-29_12-32-09"
72,"netParams.connParams.PYR->BC_AMPA.weight      0.000385
netParams.connParams.BC->BC_GABA.weight       0.004500
netParams.connParams.PYR->OLM_AMPA.weight     0.000356
netParams.connParams.BC->PYR_GABA.weight      0.000965
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.OLM->PYR_GABA.weight     0.056880
PYR                                           3.340000
BC                                           19.600000
OLM                                           3.730000
dtype: float64",3.34,19.6,3.73,0.0258666666666664,34.71395683288574,False,1,354b8a2d,2023-07-29_12-33-16,1690648396,34.71395683288574,374609,node08,10.0.0.8,34.71395683288574,1,0.0045,0.0009648,0.05688,0.00038520000000000004,0.0003564,2.04e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_354b8a2d_73_netParams_connParams_BC-_BC_GABA_weight=0.0045,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-32-41"
73,"netParams.connParams.PYR->BC_AMPA.weight      0.000389
netParams.connParams.BC->BC_GABA.weight       0.004590
netParams.connParams.PYR->OLM_AMPA.weight     0.000360
netParams.connParams.BC->PYR_GABA.weight      0.000958
netParams.connParams.PYR->PYR_AMPA.weight     0.000021
netParams.connParams.OLM->PYR_GABA.weight     0.057600
PYR                                           3.240000
BC                                           19.200000
OLM                                           3.410000
dtype: float64",3.24,19.2,3.41,0.0878666666666666,35.31629753112793,False,1,3c670919,2023-07-29_12-33-52,1690648432,35.31629753112793,374609,node08,10.0.0.8,35.31629753112793,1,0.0045899999999999995,0.0009576000000000001,0.0576,0.0003888,0.00036,2.0800000000000004e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_3c670919_74_netParams_connParams_BC-_BC_GABA_weight=0.0046,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-33-16"
74,"netParams.connParams.PYR->BC_AMPA.weight      0.000432
netParams.connParams.BC->BC_GABA.weight       0.004725
netParams.connParams.PYR->OLM_AMPA.weight     0.000382
netParams.connParams.BC->PYR_GABA.weight      0.001001
netParams.connParams.PYR->PYR_AMPA.weight     0.000019
netParams.connParams.OLM->PYR_GABA.weight     0.054000
PYR                                           3.290000
BC                                           19.200000
OLM                                           3.250000
dtype: float64",3.29,19.2,3.25,0.1003,35.32738304138184,False,1,cceaf0cf,2023-07-29_12-34-27,1690648467,35.32738304138184,374609,node08,10.0.0.8,35.32738304138184,1,0.004725,0.0010008,0.05399999999999999,0.000432,0.00038160000000000006,1.9e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_cceaf0cf_75_netParams_connParams_BC-_BC_GABA_weight=0.0047,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-33-52"
75,"netParams.connParams.PYR->BC_AMPA.weight      0.000385
netParams.connParams.BC->BC_GABA.weight       0.004500
netParams.connParams.PYR->OLM_AMPA.weight     0.000367
netParams.connParams.BC->PYR_GABA.weight      0.001037
netParams.connParams.PYR->PYR_AMPA.weight     0.000018
netParams.connParams.OLM->PYR_GABA.weight     0.043200
PYR                                           3.230000
BC                                           19.600000
OLM                                           3.120000
dtype: float64",3.23,19.6,3.12,0.0481999999999998,33.30290150642395,False,1,ea237138,2023-07-29_12-35-00,1690648500,33.30290150642395,374609,node08,10.0.0.8,33.30290150642395,1,0.0045,0.0010368,0.043199999999999995,0.00038520000000000004,0.00036720000000000004,1.8200000000000002e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_ea237138_76_netParams_connParams_BC-_BC_GABA_weight=0.0045,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-34-27"
76,"netParams.connParams.PYR->BC_AMPA.weight      0.000338
netParams.connParams.BC->BC_GABA.weight       0.004140
netParams.connParams.PYR->OLM_AMPA.weight     0.000364
netParams.connParams.BC->PYR_GABA.weight      0.001037
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.OLM->PYR_GABA.weight     0.036000
PYR                                           3.320000
BC                                           19.700000
OLM                                           3.340000
dtype: float64",3.32,19.7,3.34,0.0057666666666666,33.47404623031616,False,1,2ed16b1a,2023-07-29_12-35-34,1690648534,33.47404623031616,374609,node08,10.0.0.8,33.47404623031616,1,0.00414,0.0010368,0.036,0.0003384,0.00036360000000000006,1.98e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_2ed16b1a_77_netParams_connParams_BC-_BC_GABA_weight=0.0041,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-35-00"
77,"netParams.connParams.PYR->BC_AMPA.weight      0.000410
netParams.connParams.BC->BC_GABA.weight       0.004140
netParams.connParams.PYR->OLM_AMPA.weight     0.000403
netParams.connParams.BC->PYR_GABA.weight      0.001037
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.OLM->PYR_GABA.weight     0.036000
PYR                                           3.250000
BC                                           19.800000
OLM                                           3.280000
dtype: float64",3.25,19.8,3.28,0.0180666666666668,34.450008392333984,False,1,1eb5ed97,2023-07-29_12-36-09,1690648569,34.450008392333984,374609,node08,10.0.0.8,34.450008392333984,1,0.00414,0.0010368,0.036,0.0004104,0.00040320000000000004,2e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_1eb5ed97_78_netParams_connParams_BC-_BC_GABA_weight=0.0041,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-35-34"
78,"netParams.connParams.PYR->BC_AMPA.weight      0.000414
netParams.connParams.BC->BC_GABA.weight       0.004275
netParams.connParams.PYR->OLM_AMPA.weight     0.000374
netParams.connParams.BC->PYR_GABA.weight      0.001008
netParams.connParams.PYR->PYR_AMPA.weight     0.000020
netParams.connParams.OLM->PYR_GABA.weight     0.038160
PYR                                           3.150000
BC                                           17.600000
OLM                                           2.930000
dtype: float64",3.15,17.6,2.93,1.5792333333333304,33.05145788192749,False,1,c15c503e,2023-07-29_12-36-42,1690648602,33.05145788192749,374609,node08,10.0.0.8,33.05145788192749,1,0.004274999999999999,0.001008,0.03816,0.00041400000000000003,0.0003744,2e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_c15c503e_79_netParams_connParams_BC-_BC_GABA_weight=0.0043,netParams_connParams_BC-_PYR_GABA_weight=0.0010,netParams_con_2023-07-29_12-36-09"
79,"netParams.connParams.PYR->BC_AMPA.weight      0.000382
netParams.connParams.BC->BC_GABA.weight       0.004140
netParams.connParams.PYR->OLM_AMPA.weight     0.000403
netParams.connParams.BC->PYR_GABA.weight      0.001066
netParams.connParams.PYR->PYR_AMPA.weight     0.000022
netParams.connParams.OLM->PYR_GABA.weight     0.043200
PYR                                           3.140000
BC                                           19.300000
OLM                                           3.580000
dtype: float64",3.14,19.3,3.58,0.0706999999999995,37.940526723861694,False,1,9a4fe5fa,2023-07-29_12-37-20,1690648640,37.940526723861694,374609,node08,10.0.0.8,37.940526723861694,1,0.00414,0.0010656,0.043199999999999995,0.00038160000000000006,0.00040320000000000004,2.18e-05,"/ddn/jchen/ray_results/objective_2023-07-29_11-52-02/objective_9a4fe5fa_80_netParams_connParams_BC-_BC_GABA_weight=0.0041,netParams_connParams_BC-_PYR_GABA_weight=0.0011,netParams_con_2023-07-29_12-36-42"
